Year,Term,YearTerm,Subject,Number,Course Title,Primary Instructor,Aplus,A,Aminus,Bplus,B,Bminus,Cplus,C,Cminus,Dplus,D,Dminus,F,W,Average GPA
2019,Spring,2019-sp,ECE,110,Introduction to Electronics,"Chen, Yun-Sheng",6,23,11,11,12,6,3,8,1,4,1,0,5,0,3.23
2019,Spring,2019-sp,ECE,110,Introduction to Electronics,"Choi, Hyungsoo",8,9,8,11,5,1,1,3,0,1,1,0,2,0,3.38
2019,Spring,2019-sp,ECE,110,Introduction to Electronics,"Jiang, Jing",12,28,15,13,11,10,2,3,5,2,1,0,2,0,3.42
2019,Spring,2019-sp,ECE,110,Introduction to Electronics,"Schmitz, Christopher",17,42,21,11,20,2,5,3,3,3,0,1,3,0,3.50
2019,Spring,2019-sp,ECE,120,Introduction to Computing,"Bhowmik, Ujjal K",0,7,3,3,3,2,1,1,1,1,1,1,0,0,3.25
2019,Spring,2019-sp,ECE,120,Introduction to Computing,"Chitambar, Eric A",7,17,13,9,11,4,1,5,2,2,1,2,0,0,3.38
2019,Spring,2019-sp,ECE,120,Introduction to Computing,"Choi, Dong San",9,19,11,11,7,10,3,4,1,0,0,1,3,0,3.37
2019,Spring,2019-sp,ECE,120,Introduction to Computing,"Jones, Douglas L",5,13,13,4,9,5,7,6,1,0,2,0,4,0,3.18
2019,Spring,2019-sp,ECE,205,Electrical & Electronic Ckts,"Cheng, Zuofu",8,48,28,27,31,22,12,14,15,7,4,3,3,0,3.22
2019,Spring,2019-sp,ECE,206,Electrical & Electronics Lab,"Radhakrishnan, Chandrasek",7,69,10,3,0,0,0,0,0,0,0,0,0,0,3.99
2019,Spring,2019-sp,ECE,210,Analog Signal Processing,"Basar, Tangul",2,5,11,9,9,17,12,11,11,0,3,4,3,1,2.82
2019,Spring,2019-sp,ECE,210,Analog Signal Processing,"Ilie, Raluca",2,7,1,10,11,11,9,7,5,0,2,5,4,0,2.76
2019,Spring,2019-sp,ECE,210,Analog Signal Processing,"Lahiri, Pratik",0,0,5,6,2,5,2,7,2,1,1,1,1,0,2.85
2019,Spring,2019-sp,ECE,210,Analog Signal Processing,"Song, Pengfei",10,8,11,17,9,13,7,11,6,1,2,3,3,0,3.00
2019,Spring,2019-sp,ECE,220,Computer Systems & Programming,"Bhowmik, Ujjal K",2,14,10,8,12,21,1,3,4,0,2,1,4,0,3.15
2019,Spring,2019-sp,ECE,220,Computer Systems & Programming,"Chen, Yuting W",2,10,17,14,9,20,2,6,5,3,2,1,2,0,3.17
2019,Spring,2019-sp,ECE,220,Computer Systems & Programming,"Hu, Yih-Chun",2,12,12,11,6,9,6,3,6,1,1,1,5,0,3.09
2019,Spring,2019-sp,ECE,220,Computer Systems & Programming,"Moon, Thomas",0,3,2,4,2,6,3,2,1,0,1,0,2,0,2.95
2019,Spring,2019-sp,ECE,310,Digital Signal Processing,"Corey, Ryan M",6,8,11,11,7,9,1,4,2,3,0,0,2,0,3.26
2019,Spring,2019-sp,ECE,310,Digital Signal Processing,"Do, Minh N",8,9,15,14,11,11,14,4,4,3,3,0,1,0,3.16
2019,Spring,2019-sp,ECE,310,Digital Signal Processing,"Katselis, Dimitrios",2,5,8,2,7,5,1,2,1,0,2,0,2,0,3.17
2019,Spring,2019-sp,ECE,311,Digital Signal Processing Lab,"Do, Minh N",6,71,18,6,11,8,0,7,2,0,2,1,1,0,3.65
2019,Spring,2019-sp,ECE,313,Probability with Engrg Applic,"Han, Aiguo",5,7,4,2,5,1,5,12,5,3,4,2,1,0,2.65
2019,Spring,2019-sp,ECE,313,Probability with Engrg Applic,"Lu, Yi",6,12,5,6,14,5,3,12,3,5,3,1,2,0,2.93
2019,Spring,2019-sp,ECE,313,Probability with Engrg Applic,"Shanbhag, Naresh R",2,8,7,8,19,12,11,14,5,3,4,4,1,0,2.87
2019,Spring,2019-sp,ECE,314,Probability in Engineering Lab,"Hajek, Bruce",23,37,5,1,4,3,0,0,0,0,0,0,1,0,3.82
2019,Spring,2019-sp,ECE,316,Ethics and Engineering,"Hillmer, Philip M",6,19,13,9,5,4,4,2,1,0,0,0,0,0,3.63
2019,Spring,2019-sp,ECE,317,ECE Technology & Management,"He, Wei",0,14,1,1,13,0,0,0,0,0,0,0,0,0,3.69
2019,Spring,2019-sp,ECE,329,Fields and Waves I,"Chen, Xu",9,6,4,0,3,1,5,1,2,1,0,2,3,0,2.80
2019,Spring,2019-sp,ECE,329,Fields and Waves I,"Goddard, Lynford L",7,9,6,2,8,3,4,2,1,1,2,0,9,0,2.78
2019,Spring,2019-sp,ECE,329,Fields and Waves I,"Zhao, Yang",1,2,2,4,5,0,2,2,1,0,2,0,3,0,2.78
2019,Spring,2019-sp,ECE,330,Power Ckts & Electromechanics,"Sauer, Peter W",1,11,5,0,14,5,0,17,4,2,6,0,0,0,2.88
2019,Spring,2019-sp,ECE,330,Power Ckts & Electromechanics,"Schuh, Jonathon K",0,4,3,0,13,4,0,8,1,0,3,3,0,0,2.84
2019,Spring,2019-sp,ECE,333,Green Electric Energy,"O'Connell, Timothy C",5,10,15,8,9,9,5,3,2,0,2,0,0,0,3.39
2019,Spring,2019-sp,ECE,340,Semiconductor Electronics,"Kim, Kyekyoon",0,1,0,2,12,1,0,9,2,0,2,1,2,0,2.63
2019,Spring,2019-sp,ECE,340,Semiconductor Electronics,"Lee, Minjoo L",2,15,0,1,10,3,5,8,1,0,0,0,0,0,3.25
2019,Spring,2019-sp,ECE,340,Semiconductor Electronics,"Zhu, Wenjuan",0,13,1,3,8,1,1,12,3,0,5,1,3,0,2.80
2019,Spring,2019-sp,ECE,342,Electronic Circuits,"Chen, Xu",2,7,3,3,4,4,1,5,0,1,1,1,3,0,2.93
2019,Spring,2019-sp,ECE,342,Electronic Circuits,"Radhakrishnan, Chandrasek",2,11,11,12,10,3,4,7,0,2,3,4,3,0,3.07
2019,Spring,2019-sp,ECE,343,Electronic Circuits Laboratory,"Radhakrishnan, Chandrasek",1,21,5,2,0,0,0,0,0,0,0,0,0,0,3.98
2019,Spring,2019-sp,ECE,350,Fields and Waves II,"Kudeki, Erhan",6,6,2,5,2,4,3,2,2,0,0,0,0,0,3.30
2019,Spring,2019-sp,ECE,365,Data Science and Engineering,"Veeravalli, Venugopal V",5,8,6,7,4,1,0,0,3,0,0,2,0,0,3.42
2019,Spring,2019-sp,ECE,385,Digital Systems Laboratory,"Cheng, Zuofu",10,75,40,61,58,35,16,22,10,2,3,4,1,0,3.39
2019,Spring,2019-sp,ECE,391,Computer Systems Engineering,"Kalbarczyk, Zbigniew T",4,39,25,32,25,29,9,9,7,3,2,1,13,0,3.20
2019,Spring,2019-sp,ECE,402,Electronic Music Synthesis,"Haken, Lippold",6,19,8,1,9,2,0,0,1,0,0,0,0,0,3.74
2019,Spring,2019-sp,ECE,408,Applied Parallel Programming,"Patel, Sanjay J",4,6,15,11,17,13,14,9,6,0,0,0,0,0,3.19
2019,Spring,2019-sp,ECE,411,Computer Organization & Design,"Chen, Deming",6,10,23,20,16,17,13,11,8,8,4,1,2,0,3.06
2019,Spring,2019-sp,ECE,418,Image & Video Processing,"Huang, Shuai",7,5,11,13,6,2,0,1,2,0,0,0,0,0,3.60
2019,Spring,2019-sp,ECE,420,Embedded DSP Laboratory,"Brokish, Jeffrey M",8,29,6,1,4,1,0,0,0,0,2,1,0,0,3.72
2019,Spring,2019-sp,ECE,431,Electric Machinery,"Haran, Kiruba S",1,12,6,9,12,7,0,3,2,0,2,0,0,0,3.39
2019,Spring,2019-sp,ECE,444,IC Device Theory & Fabrication,"Lee, Minjoo L",1,6,2,2,4,2,2,1,1,0,2,0,1,0,3.12
2019,Spring,2019-sp,ECE,444,IC Device Theory & Fabrication,"Li, Xiuling",0,2,7,4,4,3,0,0,0,1,0,0,0,0,3.56
2019,Spring,2019-sp,ECE,445,Senior Design Project Lab,"Fliflet, Arne W",16,37,24,22,37,28,12,25,10,0,3,0,2,0,3.24
2019,Spring,2019-sp,ECE,470,Introduction to Robotics,"Belabbas, Mohamed Ali",12,16,11,16,14,13,8,2,6,1,0,0,0,0,3.36
2019,Spring,2019-sp,ECE,481,Nanotechnology,"Lyding, Joseph W",11,13,1,1,8,3,0,0,0,0,0,0,0,0,3.67
2019,Spring,2019-sp,ECE,483,Analog IC Design,"Hanumolu, Pavan Kumar",1,11,11,4,4,5,3,1,1,0,0,0,1,0,3.51
2019,Spring,2019-sp,ECE,486,Control Systems,"Dong, Roy",6,26,8,20,3,5,4,2,1,0,0,0,0,0,3.65
2019,Spring,2019-sp,ECE,490,Introduction to Optimization,"Baryshnikov, Yuliy",0,5,9,6,2,3,0,1,2,0,1,0,2,0,3.31
2019,Spring,2019-sp,ECE,498,Data Science & Analytics,"Iyer, Ravishankar K",2,7,3,7,10,4,3,4,1,0,1,0,0,0,3.29
2019,Spring,2019-sp,ECE,498,IoT and Cognitive Computing,"Chen, Deming",3,8,8,7,5,10,6,3,4,2,3,1,1,0,3.04
2019,Spring,2019-sp,ECE,498,Smartphone Computing and Appli,"Roy Choudhury, Romit",2,9,5,2,4,3,0,0,0,0,0,0,0,0,3.72
2019,Spring,2019-sp,ECE,511,Computer Architecture,"Kumar, Rakesh",2,6,7,4,4,4,1,0,0,0,0,0,0,0,3.64
2019,Spring,2019-sp,ECE,515,Control System Theory & Design,"Etesami, Seyed Rasoul",2,15,6,3,0,0,0,0,0,0,1,0,0,0,3.85
2019,Spring,2019-sp,ECE,534,Random Processes,"Shomorony, Ilan",4,18,12,4,4,4,0,0,0,0,0,0,0,4,3.81
2019,Spring,2019-sp,ECE,543,Statistical Learning Theory,"Hajek, Bruce",5,16,5,2,3,0,0,1,0,0,0,0,1,0,3.73
2019,Spring,2019-sp,ECE,549,Computer Vision,"Lazebnik, Svetlana",17,147,9,5,42,0,0,7,0,0,1,1,1,0,3.76
2019,Spring,2019-sp,ECON,102,Microeconomic Principles,"DiIanni, Isaac",52,101,45,53,65,50,46,24,13,15,10,3,12,1,3.20
2019,Spring,2019-sp,ECON,102,Microeconomic Principles,"Vazquez, Jose J",439,161,76,53,28,10,9,7,6,3,6,0,29,2,3.48
2019,Spring,2019-sp,ECON,103,Macroeconomic Principles,"Leite Estanisla, Luiz Fel",108,228,233,143,162,101,67,50,24,15,18,3,14,2,3.42
2019,Spring,2019-sp,ECON,199,Introduction to Game Theory,"Vazquez, Jose J",18,13,4,2,0,0,1,1,0,1,0,0,0,0,3.73
2019,Spring,2019-sp,ECON,202,Economic Statistics I,"Schultz, Colleen",13,42,0,6,52,0,2,29,0,3,10,0,6,2,3.06
2019,Spring,2019-sp,ECON,203,Economic Statistics II,"Koley, Malabika",108,46,47,47,41,40,38,37,30,13,13,13,29,3,2.84
2019,Spring,2019-sp,ECON,203,Economic Statistics II,"Marques de Amor, Guilherm",41,22,23,11,15,11,7,10,5,2,4,3,8,3,3.08
2019,Spring,2019-sp,ECON,302,Inter Microeconomic Theory,"Buckley, Bryan D",20,26,30,29,37,35,38,51,23,21,19,15,44,3,2.53
2019,Spring,2019-sp,ECON,302,Inter Microeconomic Theory,"DiIanni, Isaac",33,39,24,21,25,28,14,19,19,10,11,7,12,3,2.89
2019,Spring,2019-sp,ECON,302,Inter Microeconomic Theory,"Vazquez, Jose J",21,1,1,0,1,1,0,0,0,0,0,0,0,0,3.58
2019,Spring,2019-sp,ECON,303,Inter Macroeconomic Theory,"McDermott, Eric M",9,16,9,16,8,5,6,11,3,3,2,2,4,0,3.06
2019,Spring,2019-sp,ECON,303,Inter Macroeconomic Theory,"Zhao, Rui",7,21,21,27,37,25,18,8,6,5,3,1,2,1,3.21
2019,Spring,2019-sp,ECON,402,American Economic History,"DiIanni, Isaac",5,4,7,1,7,2,2,2,0,0,0,0,6,1,2.94
2019,Spring,2019-sp,ECON,411,Public Sector Economics,"Marx, Benjamin M",2,4,3,3,2,5,5,4,2,1,2,0,0,0,2.96
2019,Spring,2019-sp,ECON,414,Urban Economics,"Albouy, David Y",3,4,1,9,8,1,1,0,1,0,0,0,0,0,3.49
2019,Spring,2019-sp,ECON,417,Cost-Benefit Analysis,"Huang, Yi",5,4,4,5,9,5,3,1,1,0,0,0,0,0,3.36
2019,Spring,2019-sp,ECON,418,Health Economics,"Buckley, Bryan D",6,8,4,6,6,6,2,1,0,0,0,0,0,0,3.51
2019,Spring,2019-sp,ECON,420,International Economics,"Arango Isaza, Mauricio",0,2,9,10,8,7,0,0,2,0,0,0,1,0,3.41
2019,Spring,2019-sp,ECON,426,Monetary Economics and Policy,"Grigoryan, Aram",3,2,5,4,4,3,3,1,1,3,0,0,0,0,3.17
2019,Spring,2019-sp,ECON,437,Game Theory,"Arga, Desak Nyoman Fi",6,10,4,4,0,2,1,4,0,3,0,0,3,0,3.09
2019,Spring,2019-sp,ECON,437,Game Theory,"Yang, Bei",5,4,5,3,3,0,1,2,1,2,1,2,1,0,2.95
2019,Spring,2019-sp,ECON,440,Economics of Labor Markets,"Wu, Yue",1,6,9,2,2,6,2,2,1,0,0,2,0,0,3.31
2019,Spring,2019-sp,ECON,447,Economics of the Workplace,"Sun, Yuanyuan",0,19,8,12,8,5,4,2,2,1,1,1,1,0,3.40
2019,Spring,2019-sp,ECON,448,Employee Comp & Incentives,"Sun, Yuanyuan",1,4,9,15,11,8,8,4,2,1,0,0,2,0,3.21
2019,Spring,2019-sp,ECON,450,Development Economics,"Akresh, Richard S",0,14,7,4,4,2,2,1,0,0,3,0,1,0,3.43
2019,Spring,2019-sp,ECON,450,Development Economics,"Veras De Paiva, Henrique",3,7,2,3,3,3,1,1,0,1,0,0,0,0,3.46
2019,Spring,2019-sp,ECON,453,Econ Middle East & N. Africa,"Esfahani, Hadi S",3,8,5,5,7,6,4,0,0,0,0,0,0,0,3.50
2019,Spring,2019-sp,ECON,455,Economics: Poverty Alleviation,"Osman, Adam M",2,11,6,9,4,2,0,0,0,0,0,0,0,0,3.76
2019,Spring,2019-sp,ECON,460,Financial Economics,"Gao, Xing",3,7,2,13,7,6,2,0,0,0,0,0,0,0,3.52
2019,Spring,2019-sp,ECON,471,Intro to Applied Econometrics,"Arvin-Rad, Hassan",5,24,11,20,26,14,13,17,7,7,10,2,6,2,2.94
2019,Spring,2019-sp,ECON,472,Financial Econometrics,"Lee, JiHyung",4,8,5,4,3,2,0,2,0,1,0,1,0,0,3.46
2019,Spring,2019-sp,ECON,475,Economic Forecasting,"Philipps, Collin S",3,21,5,6,11,4,0,10,0,0,3,0,0,0,3.37
2019,Spring,2019-sp,ECON,475,Economic Forecasting,"Shin, Min Chul",9,12,3,3,2,2,0,0,1,0,0,1,0,0,3.61
2019,Spring,2019-sp,ECON,480,Industrial Comp and Monopoly,"Toossi, Ali",1,5,2,1,2,2,2,0,4,2,0,5,0,0,2.64
2019,Spring,2019-sp,ECON,481,Govt Reg of Economic Activity,"Qiu, Ziyi",20,22,3,12,4,5,8,3,2,0,0,1,4,3,3.26
2019,Spring,2019-sp,ECON,484,Law and Economics,"Schultz, Colleen",0,22,0,4,6,0,0,1,0,0,0,0,1,0,3.70
2019,Spring,2019-sp,ECON,490,Applied Machine Learning: Econ,"Farhoodi, Abdollah",6,5,0,4,3,0,1,1,0,1,0,0,1,0,3.25
2019,Spring,2019-sp,ECON,490,Economic Growth,"Baerlocher Carv, Diogo",1,4,2,2,5,3,2,3,0,0,0,0,1,0,3.18
2019,Spring,2019-sp,ECON,490,Economic Growth,"Shakiba, Mehdi",1,4,2,1,3,4,2,1,1,1,0,1,0,0,3.10
2019,Spring,2019-sp,ECON,490,International Finance,"Howard, Gregory L",2,7,7,7,3,0,1,0,0,0,0,0,0,0,3.77
2019,Spring,2019-sp,ECON,490,International Trade,"Poloni Sant Ann, Vinicios",3,6,5,5,9,3,3,3,2,0,0,0,0,0,3.34
2019,Spring,2019-sp,ECON,490,Topics in Econometrics,"Bartik, Alexander W",1,11,3,6,4,6,0,1,1,0,0,0,0,0,3.55
2019,Spring,2019-sp,ECON,501,Macroeconomics,"Parente, Stephen L",4,9,6,11,0,0,0,0,0,0,0,0,0,0,3.86
2019,Spring,2019-sp,ECON,503,Econometrics,"Bera, Anil K",5,15,13,18,16,4,0,0,0,0,0,0,0,0,3.69
2019,Spring,2019-sp,ECON,517,Monetary Policy,"Zhao, Rui",5,4,15,8,8,2,0,0,0,0,0,0,0,0,3.73
2019,Spring,2019-sp,ECON,519,Development and Growth Policy,"Osman, Adam M",0,16,8,5,5,1,0,0,0,0,0,0,0,1,3.83
2019,Spring,2019-sp,ECON,528,Microeconomics for Business,"DeBrock, Lawrence M",21,429,138,112,51,30,19,5,3,0,2,2,9,4,3.77
2019,Spring,2019-sp,ECON,528,Microeconomics for Business,"Esfahani, Hadi S",8,10,2,3,0,0,0,0,0,0,0,0,0,0,3.93
2019,Spring,2019-sp,ECON,590,Industrial Organization,"Marshall Manriq, Guillerm",1,7,9,10,8,0,0,0,0,0,0,0,0,0,3.75
2019,Spring,2019-sp,ECON,590,Job Market Research,"Bernhardt, Mark D",0,24,2,4,0,0,0,0,0,0,0,0,0,0,3.96
2019,Spring,2019-sp,EDUC,201,Identity and Difference in Edu,"Span, Christopher",1,59,12,6,4,0,1,0,1,0,0,0,1,0,3.87
2019,Spring,2019-sp,EDUC,202,Social Justice Sch & Society,"Gutierrez, Rochelle",18,41,16,4,6,2,0,1,1,0,0,0,0,0,3.84
2019,Spring,2019-sp,ENG,398,ELA Leadership Training,"Forman, Gretchen M",0,34,2,0,1,0,0,0,0,0,0,0,0,0,3.98
2019,Spring,2019-sp,ENG,471,Seminar Energy & Sustain Engrg,"Uddin, Rizwan",21,9,7,3,0,0,0,0,0,0,0,0,1,0,3.78
2019,Spring,2019-sp,ENG,491,Nanosatellite Design Build 1,"Lembeck, Michael F",0,18,1,0,0,0,0,2,0,0,0,0,0,0,3.84
2019,Spring,2019-sp,ENG,598,Teaching and Leadership,"Beckman, A M",0,21,0,0,5,0,0,4,0,0,1,0,0,0,3.59
2019,Spring,2019-sp,ENGL,104,Intro to Film,"Capino, Jose B",2,5,7,3,4,0,0,0,0,0,0,0,0,0,3.81
2019,Spring,2019-sp,ENGL,104,Intro to Film,"Sherwood, Ryan J",0,14,5,1,3,1,1,0,0,1,1,0,0,0,3.64
2019,Spring,2019-sp,ENGL,104,Intro to Film,"Shetina, Michael D",4,7,6,2,2,0,0,2,0,0,0,0,3,0,3.30
2019,Spring,2019-sp,ENGL,109,Intro to Fiction-ACP,"Gross, Hilary J",2,13,4,0,2,1,0,1,0,0,0,0,0,0,3.81
2019,Spring,2019-sp,ENGL,109,Intro to Fiction-ACP,"Musser, John J",2,5,8,0,5,1,0,0,0,0,0,0,0,0,3.77
2019,Spring,2019-sp,ENGL,119,Harry Potter and More,"Baron, Iryce W",3,9,10,4,0,2,0,0,0,0,0,0,0,0,3.87
2019,Spring,2019-sp,ENGL,120,Science Fiction,"Littlefield, Melissa M",0,16,4,0,3,0,1,0,1,0,0,1,0,2,3.68
2019,Spring,2019-sp,ENGL,200,Intro to the Study of Lit,"Pollock, Anthony",1,11,5,4,0,1,0,0,1,0,0,0,0,1,3.80
2019,Spring,2019-sp,ENGL,202,Medieval Lit and Culture,"O'Toole, Kathryn E",7,9,3,2,2,1,1,2,0,1,0,0,3,0,3.17
2019,Spring,2019-sp,ENGL,204,Renaissance Lit and Culture,"Lindsey, Mary",15,5,1,1,0,1,0,0,0,0,0,0,1,0,3.48
2019,Spring,2019-sp,ENGL,218,Introduction to Shakespeare,"Perry, Curtis",0,12,4,7,4,3,0,1,0,0,0,0,0,0,3.69
2019,Spring,2019-sp,ENGL,250,19thc American Fiction,"Henningsen, Kadin J",3,9,5,0,1,0,1,0,1,0,0,0,1,0,3.59
2019,Spring,2019-sp,ENGL,286,Asian American Literature,"Compoc, Kimberly M",3,9,4,0,3,4,0,0,0,0,1,0,1,0,3.45
2019,Spring,2019-sp,ENGL,300,Shakespeare and Difference,"Newcomb, Lori H",5,7,5,2,3,1,0,0,0,0,0,0,1,0,3.63
2019,Spring,2019-sp,ENGL,300,Very Recent Fiction,"Hutner, Gordon",0,3,5,6,0,1,4,0,1,0,0,0,2,1,3.23
2019,Spring,2019-sp,ENGL,301,CriticalApproaches to Lit&Text,"Bales, Amanda M",5,7,4,5,1,0,0,0,0,0,0,0,2,0,3.53
2019,Spring,2019-sp,ENGL,301,CriticalApproaches to Lit&Text,"Gilmore, Shawn P",1,5,8,1,4,3,1,0,0,0,0,0,0,0,3.67
2019,Spring,2019-sp,ENGL,301,CriticalApproaches to Lit&Text,"Pincus, Alaina R",0,5,4,3,3,4,0,0,0,1,0,0,2,0,3.27
2019,Spring,2019-sp,ENGL,310,Intro to Study of Engl Lang,"Hapke, Gail L",5,13,5,1,1,2,0,1,0,0,0,0,3,0,3.44
2019,Spring,2019-sp,ENGL,380,Self-Publishing,"Gallagher, John",8,5,7,1,4,1,1,0,0,0,0,0,1,0,3.57
2019,Spring,2019-sp,ENGL,402,Descriptive English Grammar,"MacLean, John P",0,9,2,8,6,0,0,0,1,0,0,0,0,0,3.67
2019,Spring,2019-sp,ENGL,418,Shakespeare,"Newcomb, Lori H",1,6,12,1,0,1,0,0,0,0,1,0,0,0,3.81
2019,Spring,2019-sp,ENSU,310,Renewable & Alternative Energy,"Tomkin, Jonathan H",1,6,5,2,3,2,1,0,1,0,0,0,0,0,3.60
2019,Spring,2019-sp,EOL,541,Supervision of Learning Envir,"Hackmann, Donald",0,8,9,1,2,2,0,0,0,0,0,0,0,0,3.83
2019,Spring,2019-sp,EOL,548,Poli & Cultural Context of Ed,"Kucera, Michael F",0,19,0,0,2,0,0,0,0,0,0,0,0,0,3.94
2019,Spring,2019-sp,EOL,568,"Diversity, Leadership & Policy","Fuller-Hamilton, Asia N",26,62,1,0,10,0,0,3,0,0,0,0,2,0,3.76
2019,Spring,2019-sp,EOL,574,Diversity in Higher Education,"Del Real Viramo, Jose",0,5,15,4,3,0,1,0,0,0,0,0,0,0,3.83
2019,Spring,2019-sp,EPOL,585,Ethnographic Methods in Educ,"Rahman, Fauzia S",0,17,12,1,3,0,0,0,0,0,0,0,0,0,3.93
2019,Spring,2019-sp,EPS,411,School and Society,"Burbules, Nicholas C",0,10,10,0,0,2,0,0,3,1,1,0,0,0,3.52
2019,Spring,2019-sp,EPS,529,Education and Human Rights,"Dhillon, Pradeep A",10,44,29,2,7,0,0,1,0,0,0,0,0,1,3.92
2019,Spring,2019-sp,EPS,537,Globalizing Educational Policy,"McCarthy, Cameron R",0,16,6,2,0,0,0,0,0,0,0,0,0,0,3.97
2019,Spring,2019-sp,EPSY,201,Educational Psychology,"McConney, Marc",64,69,17,3,10,1,0,0,0,1,1,0,4,1,3.75
2019,Spring,2019-sp,EPSY,202,Exploring Cultural Diversity,"Landrum-Brown, Joycelyn",13,11,13,2,7,6,5,5,2,0,0,0,3,0,3.25
2019,Spring,2019-sp,EPSY,220,Career Theory and Practice,"Rounds, James",0,18,1,0,1,0,0,0,0,0,1,0,0,0,3.84
2019,Spring,2019-sp,EPSY,401,Child Language and Education,"Christianson, Kiel",8,2,5,1,3,1,0,0,1,0,0,0,0,0,3.59
2019,Spring,2019-sp,EPSY,420,Theories of Psychotherapy,"Kinderman, Lisa",0,53,14,10,6,1,1,0,0,2,1,1,4,1,3.64
2019,Spring,2019-sp,EPSY,480,Educational Statistics,"Li, Xiao",0,35,6,5,0,0,0,0,0,1,0,0,0,0,3.92
2019,Spring,2019-sp,EPSY,490,Prep for Recruitment Counselor,"Dane, Aygul N",0,77,0,0,4,0,0,0,0,0,0,0,0,0,3.97
2019,Spring,2019-sp,EPSY,553,Global Issues in Learning,"Rahman, Fauzia S",0,22,5,3,0,0,0,0,0,0,0,0,0,0,3.97
2019,Spring,2019-sp,EPSY,581,Applied Regression Analysis,"Xia, Yan",13,11,4,1,0,1,0,0,0,0,0,0,0,0,3.92
2019,Spring,2019-sp,ESE,311,Environmental Issues Today,"Kanter, Robert E",2,10,5,5,5,2,0,0,3,0,0,0,0,1,3.57
2019,Spring,2019-sp,ESE,445,Earth Resources Sustainability,"Cole, Todd M",6,13,8,5,1,1,3,0,0,1,0,1,3,1,3.37
2019,Spring,2019-sp,FAA,102,Design Beyond Boundaries,"Briggs, Molly C",0,12,2,1,5,2,3,0,0,1,1,0,2,0,3.26
2019,Spring,2019-sp,FAA,202,Artsful Teaching through Integ,"Chiaramonte, Laura J",3,39,13,6,3,1,0,0,0,0,0,0,0,0,3.92
2019,Spring,2019-sp,FIN,221,Corporate Finance,"Dyer, Michael A",10,207,67,44,136,44,29,71,8,12,24,0,12,4,3.30
2019,Spring,2019-sp,FIN,230,Introduction to Insurance,"Proksa, Corrie L",0,73,0,0,33,0,0,14,0,0,4,0,1,2,3.52
2019,Spring,2019-sp,FIN,241,Fundamentals of Real Estate,"Davis, Jeffrey M",1,34,3,3,5,4,2,4,1,0,1,0,0,0,3.61
2019,Spring,2019-sp,FIN,241,Fundamentals of Real Estate,"Perkins, Scott E",1,21,14,8,13,2,2,1,0,0,0,0,0,0,3.71
2019,Spring,2019-sp,FIN,300,Financial Markets,"Smith, Mark K",2,3,6,9,12,8,4,8,3,5,7,0,3,3,2.76
2019,Spring,2019-sp,FIN,300,Financial Markets,"Spencer, Xiangyi X",3,12,5,9,10,5,8,9,4,2,3,0,3,0,2.99
2019,Spring,2019-sp,FIN,321,Advanced Corporate Finance,"Peters, Stephen R",0,20,8,7,10,11,1,5,1,0,0,0,0,0,3.50
2019,Spring,2019-sp,FIN,321,Advanced Corporate Finance,"Spencer, Xiangyi X",7,5,5,3,10,1,3,2,0,0,1,0,0,0,3.38
2019,Spring,2019-sp,FIN,321,Advanced Corporate Finance,"Wu, Yufeng",4,49,17,30,11,3,1,0,0,0,0,0,0,0,3.81
2019,Spring,2019-sp,FIN,392,Investment Management Academy,"Raskie, Sterling",0,25,0,0,5,0,0,0,0,0,1,0,0,0,3.81
2019,Spring,2019-sp,FIN,411,Investment & Portfolio Mngt,"Yang, Xi",4,50,22,0,10,3,0,0,1,0,0,0,0,0,3.86
2019,Spring,2019-sp,FIN,412,Options and Futures Markets,"Peterson, Paul E",1,9,3,6,12,3,1,3,1,1,0,0,1,0,3.32
2019,Spring,2019-sp,FIN,423,Financing Emerging Businesses,"Krueger, George J",0,62,19,4,5,0,1,0,0,0,0,0,0,0,3.93
2019,Spring,2019-sp,FIN,435,Personal Wealth Management,"Brown, Darwin F",0,3,5,7,8,11,0,7,3,1,0,0,1,0,3.09
2019,Spring,2019-sp,FIN,435,Personal Wealth Management,"Raskie, Sterling",0,10,11,15,10,3,1,0,0,0,0,0,0,0,3.68
2019,Spring,2019-sp,FIN,443,Legal Issues in Real Estate,"Perkins, Scott E",2,13,2,3,8,3,0,0,0,0,0,0,0,0,3.68
2019,Spring,2019-sp,FIN,444,Urban Real Estate Valuation,"Sianis, Sofia G",2,17,8,6,3,0,0,0,0,0,0,0,0,0,3.88
2019,Spring,2019-sp,FIN,446,Real Estate Financial Markets,"Tchistyi, Alexei V",5,14,10,4,2,0,0,0,0,0,0,0,0,0,3.91
2019,Spring,2019-sp,FIN,461,Financial Intermediation,"Manouchehri Ira, Rustom D",0,18,25,2,0,0,0,0,0,0,0,0,0,0,3.99
2019,Spring,2019-sp,FIN,463,Investment Banking,"Reitz, Philip",0,11,5,4,4,5,0,0,0,0,0,0,0,0,3.69
2019,Spring,2019-sp,FIN,490,Entrepreneurship Thru Acquistn,"Smith, Mark K",17,3,0,0,1,0,0,0,0,0,0,0,0,0,3.83
2019,Spring,2019-sp,FIN,500,Introduction to Finance,"Yang, Xi",6,9,5,0,2,0,0,0,0,0,0,0,0,0,3.92
2019,Spring,2019-sp,FIN,512,Financial Derivatives,"Johnson, Timothy C",5,10,5,10,33,1,0,0,0,0,0,0,0,0,3.55
