Year,Term,YearTerm,Subject,Number,Course Title,Primary Instructor,Aplus,A,Aminus,Bplus,B,Bminus,Cplus,C,Cminus,Dplus,D,Dminus,F,W,Average GPA
2016,Fall,2016-fa,AAS,100,Intro Asian American Studies,"Atienza, Paul Michael L",6,33,5,1,6,2,2,2,2,0,0,1,1,0,3.59
2016,Fall,2016-fa,AAS,100,Intro Asian American Studies,"Chung, Ga Young",17,27,4,6,1,0,1,1,1,0,0,0,0,0,3.81
2016,Fall,2016-fa,AAS,100,Intro Asian American Studies,"Lee, Jean Y",15,10,13,6,2,1,2,0,1,1,0,0,0,0,3.69
2016,Fall,2016-fa,AAS,246,Asian American Youth in Film,"Kwon, Soo Ah",0,27,4,0,1,0,0,0,0,0,0,0,0,0,3.98
2016,Fall,2016-fa,AAS,258,Muslims in America,"Rana, Junaid",0,22,5,1,0,0,0,0,0,0,0,0,0,1,3.99
2016,Fall,2016-fa,ABE,100,Intro Agric & Biological Engrg,"Green, Angela R",0,30,0,0,11,0,0,1,0,0,0,0,0,0,3.78
2016,Fall,2016-fa,ABE,223,ABE Principles: Machine Syst,"Grift, Tony E",1,28,2,1,6,2,0,0,0,0,0,0,0,0,3.84
2016,Fall,2016-fa,ABE,224,ABE Principles: Soil & Water,"Bhattarai, Rabin",1,33,9,3,2,0,0,0,0,0,0,0,1,0,3.88
2016,Fall,2016-fa,ABE,430,Project Management,"Davidson, Paul C",0,104,7,0,1,0,0,0,0,0,0,0,1,0,3.96
2016,Fall,2016-fa,ABE,466,Engineering Off-Road Vehicles,"Hansen, Alan C",3,6,8,7,2,0,2,0,0,0,0,0,0,0,3.75
2016,Fall,2016-fa,ABE,488,Bioprocessing Biomass for Fuel,"Singh, Vijay",6,14,4,2,3,0,0,0,0,0,0,0,0,0,3.88
2016,Fall,2016-fa,ACCY,200,Fundamentals of Accounting,"Silhan, Peter A",4,93,57,32,57,22,20,17,4,3,4,2,1,0,3.48
2016,Fall,2016-fa,ACCY,201,Accounting and Accountancy I,"Chen, Monica S",9,4,11,4,6,6,7,5,4,0,6,0,5,0,2.80
2016,Fall,2016-fa,ACCY,201,Accounting and Accountancy I,"Coady, Jennifer J",9,6,10,6,5,5,3,6,2,0,5,0,2,0,3.03
2016,Fall,2016-fa,ACCY,201,Accounting and Accountancy I,"Gebhardt, Abbey L",13,11,10,2,9,5,4,3,4,0,5,0,3,0,3.05
2016,Fall,2016-fa,ACCY,201,Accounting and Accountancy I,"Jones, Brock A",12,10,12,7,8,7,4,3,1,0,4,0,4,1,3.15
2016,Fall,2016-fa,ACCY,201,Accounting and Accountancy I,"Pietura, Magdalena",8,16,7,3,4,3,3,3,3,0,8,0,7,0,2.84
2016,Fall,2016-fa,ACCY,201,Accounting and Accountancy I,"Silver, Paige R",5,14,18,8,14,5,7,7,1,0,2,0,1,1,3.37
2016,Fall,2016-fa,ACCY,201,Accounting and Accountancy I,"Valentine, Courtney M",8,14,17,4,9,9,5,1,4,0,5,0,4,0,3.18
2016,Fall,2016-fa,ACCY,201,Accounting and Accountancy I,"Waddock, Madeleine K",10,11,20,9,6,9,7,1,2,0,4,0,4,2,3.25
2016,Fall,2016-fa,ACCY,201,Accounting and Accountancy I,"Zhu, Xiaoxiao",10,16,10,2,6,7,6,4,3,0,6,0,7,1,2.93
2016,Fall,2016-fa,ACCY,202,Accounting and Accountancy II,"Agapito, Christina N",8,11,8,20,13,1,8,6,3,0,1,0,0,1,3.36
2016,Fall,2016-fa,ACCY,202,Accounting and Accountancy II,"Schraiber, Rebecca L",12,12,6,28,9,3,10,4,2,0,1,0,0,0,3.40
2016,Fall,2016-fa,ACCY,202,Accounting and Accountancy II,"Shen, Haoqing",8,13,13,23,9,0,10,10,1,0,1,0,1,3,3.36
2016,Fall,2016-fa,ACCY,301,Atg Measurement & Disclosure,"Anderson, Spencer B",10,16,7,14,12,8,4,2,1,0,1,0,0,0,3.48
2016,Fall,2016-fa,ACCY,301,Atg Measurement & Disclosure,"He, Shuoyuan",6,6,11,7,11,8,0,0,0,0,0,0,0,1,3.59
2016,Fall,2016-fa,ACCY,301,Atg Measurement & Disclosure,"Sougiannis, Theodore",1,4,5,4,5,3,4,0,0,0,0,0,0,0,3.48
2016,Fall,2016-fa,ACCY,301,Atg Measurement & Disclosure,"Wang, Zhiguang",3,18,11,17,11,1,3,2,1,1,1,0,0,0,3.57
2016,Fall,2016-fa,ACCY,302,Decision Making for Atg,"Chen, Xiaoling",4,9,13,23,8,7,2,1,0,0,0,0,0,0,3.61
2016,Fall,2016-fa,ACCY,302,Decision Making for Atg,"Finnegan, Thomas",0,13,25,21,36,3,1,1,1,0,0,0,0,0,3.61
2016,Fall,2016-fa,ACCY,302,Decision Making for Atg,"Wu, Martin G",3,8,20,20,7,5,1,0,3,0,0,0,0,0,3.63
2016,Fall,2016-fa,ACCY,303,Atg Institutions and Reg,"Brown, Timothy J",3,30,20,17,14,18,2,0,3,2,0,1,0,0,3.54
2016,Fall,2016-fa,ACCY,303,Atg Institutions and Reg,"Li, Wei",2,24,31,20,13,2,0,2,2,0,1,6,1,2,3.52
2016,Fall,2016-fa,ACCY,304,Accounting Control Systems,"Koo, Seung Hyun",3,30,13,14,17,2,3,2,1,1,2,1,1,0,3.52
2016,Fall,2016-fa,ACCY,304,Accounting Control Systems,"Wang, Wei",0,44,0,13,29,0,6,5,0,1,0,0,1,0,3.54
2016,Fall,2016-fa,ACCY,312,Principles of Taxation,"Bauer, Andrew M",4,24,14,19,21,10,4,2,1,0,2,0,0,3,3.52
2016,Fall,2016-fa,ACCY,312,Principles of Taxation,"Donohoe, Michael P",11,11,42,16,14,3,3,0,1,0,1,2,2,1,3.59
2016,Fall,2016-fa,ACCY,405,Assurance and Attestation,"Bauer, Timothy D",2,11,25,53,11,6,3,2,1,0,0,0,0,1,3.64
2016,Fall,2016-fa,ACCY,410,Advanced Financial Reporting,"Kustanovich, Michael",4,37,16,13,22,8,6,2,0,0,0,0,2,3,3.58
2016,Fall,2016-fa,ACCY,410,Advanced Financial Reporting,"Steward, Cynthia G",4,11,12,15,14,4,3,2,1,1,0,0,0,1,3.52
2016,Fall,2016-fa,ACCY,415,Auditing Stds and Practice,"Ciconte, William",0,28,17,30,24,9,0,5,2,0,0,0,1,0,3.56
2016,Fall,2016-fa,ACCY,451,Advanced Income Tax Problems,"Bodtke, James E",2,23,11,15,33,13,4,2,0,0,0,0,0,0,3.52
2016,Fall,2016-fa,ACCY,500,"Atg Measuremnt, Rpting & Cntrl","Davis, Gregory L",0,18,11,3,4,2,2,0,1,0,0,0,0,0,3.75
2016,Fall,2016-fa,ACCY,500,"Atg Measuremnt, Rpting & Cntrl","Urcan, Oktay",25,93,37,16,45,4,5,0,0,0,0,0,6,3,3.68
2016,Fall,2016-fa,ACCY,500,"Atg Measuremnt, Rpting & Cntrl","Zhang, Li",13,25,10,9,26,8,2,5,0,0,2,0,0,0,3.49
2016,Fall,2016-fa,ACCY,502,Accounting Analysis II,"Schwartz, Rachel",13,30,28,26,4,6,5,3,0,1,1,0,0,0,3.67
2016,Fall,2016-fa,ACCY,503,Managerial Accounting,"Hecht, Gary W",19,46,63,88,17,3,0,0,1,0,0,0,0,4,3.79
2016,Fall,2016-fa,ACCY,503,Managerial Accounting,"Sandretto, Michael J",6,39,28,2,0,0,0,0,0,0,0,0,0,0,3.99
2016,Fall,2016-fa,ACCY,504,Auditing,"Chatterton, Angel",0,30,39,24,18,10,5,0,1,0,0,0,0,0,3.70
2016,Fall,2016-fa,ACCY,505,Federal Taxation,"Cox, Sharon P",16,42,18,17,14,12,0,1,1,0,0,0,0,0,3.71
2016,Fall,2016-fa,ACCY,505,Federal Taxation,"Henderson, Belinda C",6,6,3,4,5,5,0,1,0,0,0,0,0,0,3.53
2016,Fall,2016-fa,ACCY,510,Financial Reporting Standards,"Hepp, John",6,19,16,13,18,9,0,0,0,0,0,0,0,0,3.66
2016,Fall,2016-fa,ACCY,510,Financial Reporting Standards,"Steward, Cynthia G",0,49,0,13,10,3,1,2,1,0,0,0,0,0,3.74
2016,Fall,2016-fa,ACCY,511,External Risk Measurement/Rept,"Abdel-Khalik, Ahmed R",0,28,14,9,5,1,0,0,0,0,0,0,0,0,3.87
2016,Fall,2016-fa,ACCY,512,Internal Risk Measurement/Rept,"Chandler, John S",6,29,18,11,14,1,0,0,0,0,0,0,0,0,3.81
2016,Fall,2016-fa,ACCY,515,Auditing & Assurance Standards,"Hobson, Jessen L",0,26,22,26,10,6,0,1,1,0,0,0,0,0,3.73
2016,Fall,2016-fa,ACCY,517,Financial Statement Analysis,"Ibrahim, Adel Nematallah",0,25,16,15,27,4,0,1,0,0,0,0,0,0,3.67
2016,Fall,2016-fa,ACCY,518,Financial Statement Fraud,"Nekrasz, Frank",27,12,0,0,1,0,0,0,0,0,0,0,0,0,3.95
2016,Fall,2016-fa,ACCY,551,Corporate Income Taxation,"Sternburg, Thomas",0,7,3,16,24,1,0,0,0,0,0,0,0,0,3.56
2016,Fall,2016-fa,ACCY,552,Partnership Income Taxation,"Johnson, Joseph A",2,6,4,3,6,0,0,0,0,0,1,0,0,0,3.62
2016,Fall,2016-fa,ACCY,554,International Taxation,"Engle, Howard S",2,5,4,2,7,2,0,0,0,0,0,0,0,0,3.63
2016,Fall,2016-fa,ACCY,556,Tax Research,"Chorvat, Elizabeth A",1,22,31,11,2,0,0,0,0,0,0,0,0,0,3.92
2016,Fall,2016-fa,ACCY,558,Taxation of Closely-Held Bus.,"Whitlock, Brian T",3,13,4,1,1,0,0,0,0,0,0,0,0,0,3.95
2016,Fall,2016-fa,ACCY,570,Data Anlaytics Foundations,"Brunner, Robert J",5,16,7,3,8,1,0,0,0,0,0,0,0,0,3.79
2016,Fall,2016-fa,ACCY,571,Stat Analyses for Accountancy,"Brunner, Robert J",1,19,8,6,5,0,1,0,0,0,0,0,0,0,3.83
2016,Fall,2016-fa,ACE,100,Agr Cons and Resource Econ,"Gundersen, Lisa C",0,0,4,4,2,1,2,0,3,2,4,0,2,0,2.57
2016,Fall,2016-fa,ACE,161,Microcomputer Applications,"Lo, Alexander C",0,115,0,0,22,0,0,7,0,0,2,0,0,1,3.78
2016,Fall,2016-fa,ACE,161,Microcomputer Applications,"Rogalla, Valerie",0,116,0,0,47,0,0,13,0,0,6,0,3,0,3.57
2016,Fall,2016-fa,ACE,210,Environmental Economics,"Christensen, Peter",17,17,16,21,23,15,11,11,7,3,2,1,5,0,3.12
2016,Fall,2016-fa,ACE,222,Agricultural Marketing,"Stoddard, Paul B",14,32,43,22,29,13,9,4,6,2,1,0,4,2,3.45
2016,Fall,2016-fa,ACE,240,Personal Financial Planning,"Stoddard, Paul B",8,30,40,25,21,13,11,7,1,1,3,2,7,0,3.36
2016,Fall,2016-fa,ACE,251,The World Food Economy,"Rios-Neto, Eduardo L",11,43,25,21,28,11,6,10,3,1,0,0,4,0,3.45
2016,Fall,2016-fa,ACE,261,Applied Statistical Methods,"Rubin, Ofir",1,10,8,7,15,5,6,4,5,3,0,1,1,1,3.15
2016,Fall,2016-fa,ACE,306,Food Law,"Endres, A B",1,8,4,3,3,4,1,3,0,0,0,0,3,0,3.20
2016,Fall,2016-fa,ACE,341,Issues in Agribus Mkts & Mgmt,"Barnard, Jessa M",25,4,3,0,2,0,0,1,0,0,0,0,1,0,3.42
2016,Fall,2016-fa,ACE,341,Issues in Cons Econ & Finance,"Finnegan, Ann B",6,9,4,1,2,1,0,0,0,0,0,0,0,0,3.84
2016,Fall,2016-fa,ACE,345,Finan Decision Indiv Sm Bus,"Paulson, Nicholas D",9,55,9,20,10,6,3,4,3,0,0,0,0,0,3.67
2016,Fall,2016-fa,ACE,346,Tax Policy and Finan Planning,"Breen, John",5,15,19,5,8,3,2,2,0,0,0,0,0,0,3.70
2016,Fall,2016-fa,ACE,406,Environmental Law,"Endres, A B",0,7,3,0,2,4,1,2,4,0,0,0,0,0,3.22
2016,Fall,2016-fa,ACE,411,Environment and Development,"Baylis, Katherine R",16,14,10,6,6,0,0,0,1,1,0,1,1,0,3.58
2016,Fall,2016-fa,ACE,427,Commodity Price Analysis,"Mallory, Mindy L",5,11,11,6,13,2,1,3,1,0,1,0,1,1,3.46
2016,Fall,2016-fa,ACE,428,Commodity Futures and Options,"Cruz, Jose C",3,4,12,3,3,11,2,6,3,3,1,2,0,0,3.03
2016,Fall,2016-fa,ACE,432,Farm Management,"Kuethe, Todd H",19,7,3,1,0,1,0,0,0,0,0,0,0,0,3.89
2016,Fall,2016-fa,ACE,435,Global Agribusiness Management,"Michelson, Hope C",27,15,15,12,11,7,1,2,1,1,0,0,0,0,3.58
2016,Fall,2016-fa,ACE,444,Finan Serv & Invest Plan,"Schnitkey, Gary D",2,21,14,13,20,9,2,2,0,0,0,0,0,0,3.60
2016,Fall,2016-fa,ACE,455,Intl Trade in Food and Agr,"Baylis, Katherine R",28,17,10,5,6,1,1,0,0,0,0,0,2,1,3.65
2016,Fall,2016-fa,ACES,101,Contemporary Issues in ACES,"Ang, Qi Qi Amanda",0,23,10,5,5,1,3,3,1,0,0,0,0,0,3.67
2016,Fall,2016-fa,ACES,101,Contemporary Issues in ACES,"Li, Kailiang",7,7,5,1,2,0,2,0,0,1,1,0,1,0,3.37
2016,Fall,2016-fa,ACES,101,Contemporary Issues in ACES,"Moore, Stephanie S",0,17,8,0,1,0,0,1,1,0,0,0,0,1,3.85
2016,Fall,2016-fa,ACES,101,Contemporary Issues in ACES,"Munaretto, Claire M",3,27,12,2,4,4,2,1,0,0,0,0,2,0,3.66
2016,Fall,2016-fa,ACES,101,Contemporary Issues in ACES,"Nelson, Scott B",3,33,10,1,2,1,0,0,2,0,0,0,1,0,3.80
2016,Fall,2016-fa,ACES,101,Contemporary Issues in ACES,"Palma Salgado, Sindy P",13,5,1,0,1,1,0,2,0,0,0,0,0,0,3.50
2016,Fall,2016-fa,ACES,101,Contemporary Issues in ACES,"Sizemore, Courtni R",19,39,11,8,1,1,1,0,0,0,0,0,6,0,3.62
2016,Fall,2016-fa,ACES,179,History of Ag in IL Since 1860,"Reid, Debra A",5,13,10,6,6,3,1,2,2,0,0,0,3,0,3.40
2016,Fall,2016-fa,ADV,150,Introduction to Advertising,"Hall, Steven R",42,209,5,16,88,0,2,16,0,2,1,0,3,1,3.68
2016,Fall,2016-fa,ADV,281,Advertising Research Methods,"Wise, Kevin R",2,7,10,14,14,4,6,13,3,5,2,1,3,1,2.98
2016,Fall,2016-fa,ADV,283,Advertising and Brand Strategy,"Mabry-Flynn, Amanda D",0,55,18,8,3,3,1,0,0,0,0,0,0,0,3.90
2016,Fall,2016-fa,ADV,283,Advertising and Brand Strategy,"Raquel, Steve A",1,22,19,1,0,0,0,0,0,0,0,0,2,0,3.84
2016,Fall,2016-fa,ADV,284,Consumer Insight,"Das, Susmita",0,25,15,7,2,1,1,1,0,0,0,0,0,0,3.85
2016,Fall,2016-fa,ADV,284,Consumer Insight,"Duff, Brittany",0,18,22,6,6,0,0,0,0,0,0,0,0,0,3.88
2016,Fall,2016-fa,ADV,310,Intro to Public Relations,"Yao, Mike Z",0,33,16,22,29,7,6,8,3,0,2,1,0,0,3.45
2016,Fall,2016-fa,ADV,311,Classic Campaigns,"Chambers, Jason P",0,13,16,11,10,2,1,0,0,0,0,0,0,0,3.74
2016,Fall,2016-fa,ADV,390,Content Creation,"Sheldon, Peter S",0,22,26,22,37,23,8,6,1,1,0,0,1,0,3.43
2016,Fall,2016-fa,ADV,410,Public Relations Strategies,"Oh, Sanghwa",1,19,12,14,5,0,2,1,1,0,0,0,0,0,3.74
2016,Fall,2016-fa,ADV,460,Innovation in Advertising,"Ham, Chang Dae",29,6,5,9,4,5,5,2,0,1,0,0,1,0,3.31
2016,Fall,2016-fa,ADV,460,Innovation in Advertising,"Hartmann, Nathaniel B",1,37,8,8,6,0,3,3,1,1,0,0,0,0,3.70
2016,Fall,2016-fa,ADV,483,Audience Analysis,"Sar, Sela",1,6,24,13,4,1,1,0,0,0,0,0,0,0,3.81
2016,Fall,2016-fa,ADV,483,Audience Analysis,"Wise, Kevin R",0,2,4,14,16,8,1,0,0,0,0,0,0,0,3.45
2016,Fall,2016-fa,ADV,490,Social Media Analytics,"Yun, Joseph T",4,24,1,0,0,1,0,0,0,0,0,0,0,0,3.96
2016,Fall,2016-fa,ADV,490,Sports PR,"Raquel, Steve A",0,15,10,1,0,1,1,0,0,0,0,0,1,0,3.79
2016,Fall,2016-fa,ADV,498,The Sandage Project,"Meron, Shachar",0,9,12,5,0,0,0,0,0,0,0,0,0,0,3.94
2016,Fall,2016-fa,AE,100,Intro to Aerospace Engineering,"Geubelle, Philippe H",10,18,2,0,2,0,0,1,0,0,0,0,1,0,3.74
2016,Fall,2016-fa,AE,100,Intro to Aerospace Engineering,"Langbort, Cedric",9,14,7,4,2,1,0,0,0,0,0,0,0,0,3.87
2016,Fall,2016-fa,AE,100,Intro to Aerospace Engineering,"Woodard, Brian S",0,28,4,0,4,2,0,0,0,0,0,0,0,0,3.88
2016,Fall,2016-fa,AE,199,Computer Aided Design,"Woodard, Brian S",1,43,11,12,6,2,2,1,0,0,1,0,3,0,3.67
2016,Fall,2016-fa,AE,202,Aerospace Flight Mechanics,"Chilan, Christian M",7,6,7,2,5,4,0,0,3,0,0,0,0,0,3.48
2016,Fall,2016-fa,AE,311,Incompressible Flow,"Selig, Michael S",2,10,15,17,20,16,15,11,1,1,0,1,1,0,3.22
2016,Fall,2016-fa,AE,321,Mechs of Aerospace Structures,"Chasiotis, Ioannis",3,6,10,8,11,10,10,9,8,11,9,6,17,0,2.36
2016,Fall,2016-fa,AE,352,Aerospace Dynamical Systems,"Ho, Koki",8,16,19,7,13,9,0,0,2,0,0,0,2,0,3.55
2016,Fall,2016-fa,AE,353,Aerospace Control Systems,"Voulgaris, Petros G",0,6,12,10,14,0,4,3,0,0,1,0,0,0,3.49
2016,Fall,2016-fa,AE,402,Orbital Mechanics,"Prussing, John E",5,12,16,9,22,12,0,0,0,0,0,0,0,0,3.58
2016,Fall,2016-fa,AE,412,Viscous Flow & Heat Transfer,"Bodony, Daniel J",3,13,10,5,3,1,1,1,0,0,1,0,0,0,3.70
2016,Fall,2016-fa,AE,416,Applied Aerodynamics,"Ansell, Phillip J",1,17,5,5,9,11,3,2,2,4,1,0,2,0,3.20
2016,Fall,2016-fa,AE,433,Aerospace Propulsion,"Panesi, Marco",0,33,23,19,16,9,7,8,2,2,2,1,1,0,3.44
2016,Fall,2016-fa,AE,442,Aerospace Systems Design I,"Burton, Rodney L",0,12,8,13,9,1,0,1,0,1,0,0,3,1,3.47
2016,Fall,2016-fa,AE,442,Aerospace Systems Design I,"D'Urso, Steven J",10,12,7,7,15,3,5,3,7,0,0,0,1,0,3.26
2016,Fall,2016-fa,AE,451,Aeroelasticity,"Balajewicz, Maciej",6,6,6,3,3,1,0,0,0,0,0,0,0,0,3.79
2016,Fall,2016-fa,AE,454,Systems Dynamics & Control,"Namachchivaya, N S",3,6,5,4,3,0,1,0,0,0,0,0,0,0,3.75
2016,Fall,2016-fa,AE,460,Aerodynamics & Propulsion Lab,"Dutton, J C",4,58,19,4,12,2,2,2,0,0,0,0,0,1,3.82
2016,Fall,2016-fa,AE,483,UAV Navigation and Control,"Bretl, Timothy W",45,38,8,9,2,3,0,0,1,0,0,0,0,1,3.85
2016,Fall,2016-fa,AFRO,100,Intro to African American St,"McMillion, Desiree Y",13,14,8,4,1,5,3,3,1,1,0,0,3,0,3.30
2016,Fall,2016-fa,AFRO,101,"Black America, 1619-Present","Cha-Jua, Sundiata",2,6,7,6,8,2,4,5,0,1,2,1,8,1,2.79
2016,Fall,2016-fa,AFRO,261,Intro to the African Diaspora,"McDuffie, Erik S",1,19,7,5,5,1,0,1,0,0,0,0,0,0,3.80
2016,Fall,2016-fa,AFRO,383,Hist of Blk Women's Activism,"McDuffie, Erik S",0,17,8,5,3,0,0,1,0,0,0,0,0,0,3.84
2016,Fall,2016-fa,AFRO,411,African American Psychology,"Neville, Helen A",2,8,4,0,8,1,0,3,0,0,2,0,0,0,3.36
2016,Fall,2016-fa,AGCM,220,Communicating Agriculture,"Cupps-Miller, Heather A",0,16,4,1,1,1,0,0,1,1,0,0,1,0,3.63
2016,Fall,2016-fa,AGCM,430,Comm in Env Social Movements,"Reisner, Ann E",1,4,9,6,2,0,0,0,0,0,0,0,0,0,3.84
2016,Fall,2016-fa,AGED,230,Leadership Communications,"Keating, Kari H",3,51,12,5,8,0,1,0,0,2,1,0,0,0,3.80
2016,Fall,2016-fa,AGED,260,Intro to Leadership Studies,"Burgoon, Lisa A",27,58,25,29,22,9,8,4,1,1,0,0,1,0,3.63
2016,Fall,2016-fa,AGED,260,Intro to Leadership Studies,"Smist, Jennifer A",0,8,7,2,6,0,3,0,1,0,0,0,0,0,3.60
2016,Fall,2016-fa,AGED,280,Training Needs Assessment,"Korte, Debra S",13,10,4,1,1,1,0,0,0,0,1,0,0,0,3.74
2016,Fall,2016-fa,AGED,340,Leadership Ethics & Pluralism,"Collins, Jasmine D",2,6,6,6,5,2,0,0,0,1,0,0,1,0,3.52
2016,Fall,2016-fa,AGED,380,Leadership in Groups and Teams,"Collins, Jasmine D",11,10,11,1,1,2,0,0,1,0,0,0,1,0,3.69
2016,Fall,2016-fa,AGED,380,Leadership in Groups and Teams,"Rosch, David M",8,17,13,6,2,2,0,0,1,0,0,0,0,0,3.82
2016,Fall,2016-fa,AGED,480,Collaborative Leadership,"Keating, Kari H",4,17,6,2,1,0,0,0,0,0,0,0,0,0,3.95
2016,Fall,2016-fa,AGED,499,Begin Agri Teachers Seminar,"Korte, Debra S",0,23,1,0,6,0,0,0,0,0,0,0,0,0,3.87
2016,Fall,2016-fa,AHS,199,Undergraduate Open Seminar,"Rasberry, Moses K",17,9,0,0,2,0,0,2,0,0,0,0,0,0,3.64
2016,Fall,2016-fa,AIS,285,Indigenous Thinkers,"Maldonado, Korinta",13,3,0,0,0,4,0,2,0,0,0,0,0,1,3.18
2016,Fall,2016-fa,ANSC,100,Intro to Animal Sciences,"Parrett, Douglas F",10,99,0,12,41,0,3,5,0,0,3,0,1,0,3.66
2016,Fall,2016-fa,ANSC,103,Working With Farm Animals,"Cobb, Alan R",0,79,0,1,0,0,0,0,0,0,0,0,0,0,4.00
2016,Fall,2016-fa,ANSC,206,Horse Management,"Kline, Kevin H",2,38,4,2,8,0,1,1,0,0,0,0,0,0,3.83
2016,Fall,2016-fa,ANSC,207,Companion Animal Biology &Care,"Ruiz-Rodriguez, Christina",21,30,15,9,9,6,3,0,0,0,3,0,1,0,3.60
2016,Fall,2016-fa,ANSC,207,Companion Animal Biology &Care,"de Flamingh, Alida",20,48,13,10,12,4,1,3,2,0,1,0,0,0,3.70
2016,Fall,2016-fa,ANSC,221,"Cells, Metabolism and Genetics","Beever, Jonathan E",3,46,0,14,48,0,13,23,0,2,11,2,1,0,3.15
2016,Fall,2016-fa,ANSC,222,Anatomy and Physiology,"Wheeler, Matthew B",4,16,7,11,44,8,12,22,3,10,5,2,11,1,2.81
2016,Fall,2016-fa,ANSC,250,Companion Animals in Society,"Albert, Sarah D",107,155,101,61,64,26,23,17,10,6,3,2,7,0,3.54
2016,Fall,2016-fa,ANSC,298,Undergraduate Seminar,"Hurley, Walter L",61,13,4,1,2,2,0,0,0,0,0,0,0,0,3.83
2016,Fall,2016-fa,ANSC,305,Human Animal Interactions,"Albert, Sarah D",15,5,4,6,2,1,2,0,0,0,0,0,0,0,3.65
2016,Fall,2016-fa,ANSC,307,Companion Animal Management,"Fischer-Brown, Amy E",2,4,6,8,17,2,4,7,2,0,3,1,2,0,3.02
2016,Fall,2016-fa,ANSC,350,Cellular Metabolism in Animals,"Ridlon, Jason M",0,14,0,0,12,0,0,21,0,0,2,0,0,0,3.01
2016,Fall,2016-fa,ANSC,370,Companion Animal Policy,"Fischer-Brown, Amy E",0,8,6,0,5,0,0,2,0,0,0,0,0,0,3.68
2016,Fall,2016-fa,ANSC,401,Beef Production,"Parrett, Douglas F",2,31,0,0,9,0,0,0,0,0,0,0,0,0,3.85
2016,Fall,2016-fa,ANSC,420,Ruminant Nutrition,"Drackley, James K",0,10,1,1,14,3,1,6,0,0,0,0,1,0,3.26
2016,Fall,2016-fa,ANSC,431,Advanced Reproductive Biology,"Nowak, Romana A",14,13,12,6,13,0,0,8,1,1,0,0,1,0,3.42
2016,Fall,2016-fa,ANSC,445,Statistical Methods,"Rodriguez-Zas, Sandra L",14,8,2,1,0,0,0,0,0,0,0,0,0,0,3.97
2016,Fall,2016-fa,ANSC,452,Animal Growth and Development,"Dilger, Anna C",0,36,0,0,10,0,0,2,0,0,1,0,0,0,3.74
2016,Fall,2016-fa,ANSC,467,Applied Animal Ecology,"Johnson, Janeen L",2,20,8,7,9,0,0,0,0,0,0,0,0,0,3.81
2016,Fall,2016-fa,ANSC,498,Integrating Animal Sciences,"Loerch, Steven C",0,62,0,0,8,0,0,1,0,0,1,0,0,0,3.87
2016,Fall,2016-fa,ANSC,499,Dangerous Dogs & Breed Discrim,"Albert, Sarah D",0,20,0,0,0,0,1,0,0,0,0,0,0,0,3.94
2016,Fall,2016-fa,ANTH,101,Introduction to Anthropology,"Carter, Alison",15,44,42,28,28,31,10,13,18,3,6,1,9,0,3.20
2016,Fall,2016-fa,ANTH,103,Anthro in a Changing World,"Lee, Alexander J",12,83,89,27,45,20,7,16,6,4,1,5,15,0,3.42
2016,Fall,2016-fa,ANTH,103,Anthro in a Changing World,"Smalls, Krystal A",0,27,46,46,43,25,30,16,10,7,6,2,5,1,3.20
2016,Fall,2016-fa,ANTH,104,Talking Culture,"Kramer, Elise A",0,2,9,4,5,1,0,0,0,0,0,0,0,0,3.73
2016,Fall,2016-fa,ANTH,143,Biology of Human Behavior,"Clancy, Kathryn B",298,193,98,45,65,24,28,24,17,3,15,8,36,6,3.31
2016,Fall,2016-fa,ANTH,160,Contemporary Social Issues,"Rosas, Gilberto",5,9,10,1,3,3,1,2,4,0,0,0,2,0,3.30
2016,Fall,2016-fa,ANTH,180,The Archaeology of Death,"Silverman, Helaine I",47,65,15,12,49,12,6,23,10,0,10,0,4,1,3.25
2016,Fall,2016-fa,ANTH,182,Latin American Cultures,"Maldonado, Korinta",6,2,6,5,7,2,0,0,0,0,0,0,0,0,3.62
2016,Fall,2016-fa,ANTH,220,Introduction to Archaeology,"Carter, Alison",7,8,3,3,1,1,0,0,1,0,0,0,0,0,3.73
2016,Fall,2016-fa,ANTH,230,Sociocultural Anthropology,"Kramer, Elise A",8,16,11,11,5,0,2,1,0,0,0,0,0,0,3.75
2016,Fall,2016-fa,ANTH,246,Forensic Science,"Malhi, Ripan S",6,227,47,36,24,7,11,7,3,1,1,0,9,0,3.73
2016,Fall,2016-fa,ANTH,277,"Ancient Cities, Sacred Land","Pauketat, Timothy R",0,9,5,3,7,1,1,3,1,1,1,0,0,0,3.37
2016,Fall,2016-fa,ANTH,399,Senior Capston Seminar,"Farnell, Brenda M",2,9,4,4,0,0,0,2,0,0,0,0,0,0,3.75
2016,Fall,2016-fa,ANTH,411,Methods of Cultural Anth,"Moodie, Ellen",0,16,5,0,1,0,1,2,0,0,0,0,1,0,3.67
2016,Fall,2016-fa,ANTH,460,Heritage Management,"Silverman, Helaine I",0,18,6,0,1,0,0,0,0,0,0,0,0,1,3.97
2016,Fall,2016-fa,ARAB,150,Lang&Culture of Arab World,"Saadah, Eman",9,13,0,1,0,0,2,2,0,0,0,0,1,0,3.49
2016,Fall,2016-fa,ARCH,101,Introduction to Architecture,"Waldrep, Lee W",0,85,32,19,17,7,2,7,4,1,2,0,1,1,3.67
